conv_id,turn,speaker,message,message_clean,intent,topic_name,slang_level,final_satisfaction,source
9,4,agent,"Dạ em xác nhận đây là lỗi của shop ạ. Em hoàn tiền 100% cho anh/chị, tiền về trong 3-5 ngày làm việc, không cần trả lại hàng ạ.",,resolve,Yêu cầu hoàn tiền,light,satisfied,txt_part1
9,5,customer,"Tốt quá, cảm ơn shop xử lý nhanh cho mình!",,positive_feedback,Yêu cầu hoàn tiền,light,satisfied,txt_part1
10,1,customer,"shop ơi cho e hủy đơn và hoàn tiền, e đặt nhầm r",,request_action,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
10,2,agent,Dạ anh/chị cho em mã đơn để em kiểm tra xem có thể hủy được không nhé ạ.,,request_info,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
10,3,customer,"DH20240406 bạn ơi, hủy nhanh giúp e vs",,provide_info,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
10,4,agent,"Dạ may là đơn chưa đóng gói ạ. Em hủy và hoàn tiền ngay cho anh/chị, tiền về trong 1-3 ngày ạ.",,resolve,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
10,5,customer,ok tks shop nhiều nha,,positive_feedback,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
11,1,customer,"ck tiền 3 ngày r mà đơn vẫn chưa xác nhận, hoàn tiền lại cho t đi",,request_action,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part1
11,2,agent,Dạ em xin lỗi ạ. Anh/chị cho em xin mã đơn và hình ảnh chuyển khoản để em xác nhận nhé ạ.,,request_info,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part1
11,3,customer,"DH300 đây, ck r đó mà sao còn hỏi",,complaint,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part1
11,4,agent,Dạ em đã nhận hình và xác nhận giao dịch ạ. Hệ thống bị lỗi không cập nhật tự động ạ. Em xử lý thủ công và hoàn tiền trong 24h ạ.,,resolve,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part1
11,5,customer,24h nữa?? thôi muốn mua cái khác r mà giờ còn chờ,,negative_feedback,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part1
11,6,agent,Dạ em hiểu ạ. Em sẽ ưu tiên xử lý trong 2 tiếng ạ. Em thành thật xin lỗi vì sự bất tiện này ạ.,,apologize,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part1
12,1,customer,"Mình đã thanh toán online nhưng đơn hàng bị hủy tự động, tiền có được hoàn không?",,inquiry,Yêu cầu hoàn tiền,light,neutral,txt_part1
12,2,agent,"Dạ với đơn hàng bị hủy tự động do hết hàng, tiền sẽ được hoàn về tự động trong 5-7 ngày làm việc ạ. Anh/chị đã nhận thông báo hủy đơn chưa ạ?",,request_info,Yêu cầu hoàn tiền,light,neutral,txt_part1
12,3,customer,"Rồi, mình nhận email rồi. Nhưng đã 7 ngày mà tiền chưa về.",,provide_info,Yêu cầu hoàn tiền,light,neutral,txt_part1
12,4,agent,Dạ để em tra soát lại ạ. Anh/chị cho em xin mã đơn hàng nhé ạ.,,request_info,Yêu cầu hoàn tiền,light,neutral,txt_part1
12,5,customer,Mã DH20240407 nhé bạn.,,provide_info,Yêu cầu hoàn tiền,light,neutral,txt_part1
12,6,agent,Dạ em kiểm tra thấy tiền đã hoàn về ngân hàng hôm qua ạ. Đôi khi ngân hàng xử lý thêm 1-2 ngày nữa mới hiển thị ạ. Anh/chị liên hệ ngân hàng để xác nhận nhé ạ.,,resolve,Yêu cầu hoàn tiền,light,neutral,txt_part1
13,1,customer,shop ơi e muốn đổi sang sản phẩm khác thay vì hoàn tiền dc k,,request_action,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
13,2,agent,Dạ được ạ. Anh/chị muốn đổi sang sản phẩm gì và đơn hàng nào muốn đổi ạ?,,request_info,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
13,3,customer,"đơn DH20240408, e muốn đổi sang loại to hơn cùng hãng",,provide_info,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
13,4,agent,Dạ em kiểm tra rồi ạ. Sản phẩm size lớn hơn chênh lệch 50k ạ. Anh/chị bù thêm 50k là em xử lý ngay ạ.,,request_info,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
13,5,customer,"ok e bù thêm dc, shop xử lý giúp e nha",,request_action,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
13,6,agent,"Dạ em đã ghi nhận rồi ạ. Anh/chị chuyển khoản 50k và gửi ảnh cho em, em xử lý trong 30 phút ạ.",,confirm_resolve,Yêu cầu hoàn tiền,medium,satisfied,txt_part1
14,1,customer,"Shop ơi mình mua áo nhưng về nhà chồng mình không thích, có đổi/hoàn được không?",,inquiry,Yêu cầu hoàn tiền,light,satisfied,txt_part1
14,2,agent,Dạ shop có chính sách đổi trả trong 7 ngày kể từ ngày nhận hàng ạ. Anh/chị nhận hàng hôm nào và sản phẩm còn nguyên tem nhãn không ạ?,,request_info,Yêu cầu hoàn tiền,light,satisfied,txt_part1
14,3,customer,"Mình nhận hôm qua, sản phẩm còn nguyên tem chưa dùng.",,provide_info,Yêu cầu hoàn tiền,light,satisfied,txt_part1
14,4,agent,Dạ điều kiện hợp lệ ạ. Anh/chị muốn hoàn tiền hay đổi sản phẩm khác ạ?,,request_info,Yêu cầu hoàn tiền,light,satisfied,txt_part1
14,5,customer,Mình muốn hoàn tiền để mua sản phẩm khác phù hợp hơn.,,request_action,Yêu cầu hoàn tiền,light,satisfied,txt_part1
14,6,agent,"Dạ được ạ. Em gửi anh/chị địa chỉ kho để anh/chị gửi hàng về, sau khi nhận và kiểm tra em hoàn tiền trong 2-3 ngày ạ.",,confirm_resolve,Yêu cầu hoàn tiền,light,satisfied,txt_part1
15,1,customer,"e dùng voucher giảm 100k khi đặt, giờ hoàn tiền thì tiền voucher có được hoàn k shop",,inquiry,Yêu cầu hoàn tiền,medium,neutral,txt_part1
15,2,agent,"Dạ chính sách của shop là hoàn lại phần tiền anh/chị đã thanh toán thực tế ạ. Voucher giảm giá sẽ không được hoàn lại tiền mặt ạ, tuy nhiên em có thể cấp lại voucher mới cho anh/chị ạ.",,resolve,Yêu cầu hoàn tiền,medium,neutral,txt_part1
15,3,customer,"thôi dc, cấp voucher mới đi shop",,request_action,Yêu cầu hoàn tiền,medium,neutral,txt_part1
15,4,agent,Dạ em đã ghi nhận ạ. Voucher 100k sẽ được gửi vào email của anh/chị trong vòng 1 tiếng ạ.,,confirm_resolve,Yêu cầu hoàn tiền,medium,neutral,txt_part1
16,1,customer,"mua hàng trả góp, giờ hủy thì tiền về thế nào v shop",,inquiry,Yêu cầu hoàn tiền,heavy,satisfied,txt_part1
16,2,agent,"Dạ với đơn trả góp bị hủy, phần tiền đã thanh toán sẽ được hoàn về thẻ tín dụng trong 7-15 ngày làm việc tùy ngân hàng ạ. Các kỳ trả góp tiếp theo sẽ tự động hủy ạ.",,resolve,Yêu cầu hoàn tiền,heavy,satisfied,txt_part1
16,3,customer,"oke hiểu r, tks shop",,acknowledge,Yêu cầu hoàn tiền,heavy,satisfied,txt_part1
17,1,customer,"Mình nhận hàng nhưng thấy sản phẩm bị trầy xước khá rõ, chắc do vận chuyển.",,complaint,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
17,2,agent,Dạ em rất xin lỗi ạ. Anh/chị gửi ảnh sản phẩm bị trầy cho em xem với ạ.,,request_info,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
17,3,customer,"Đây, mình gửi ảnh rồi bạn nhé.",,provide_info,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
17,4,agent,"Dạ em xem rồi ạ, vết trầy khá rõ ạ. Em gửi sản phẩm mới thay thế ngay hôm nay và không cần anh/chị trả lại hàng cũ ạ.",,resolve,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
17,5,customer,"Tuyệt vời, shop xử lý rất nhanh. Cảm ơn bạn nhiều!",,positive_feedback,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
18,1,customer,"shop ơi nồi cơm điện e mua bị lỗi, cắm điện vào không lên nguồn",,complaint,Sản phẩm lỗi / hư hỏng,medium,neutral,txt_part1
18,2,agent,Dạ em rất xin lỗi ạ. Anh/chị đã thử kiểm tra ổ điện và dây nguồn chưa ạ?,,request_info,Sản phẩm lỗi / hư hỏng,medium,neutral,txt_part1
18,3,customer,"r shop ơi, ổ khác vẫn k lên, hàng lỗi r",,provide_info,Sản phẩm lỗi / hư hỏng,medium,neutral,txt_part1
18,4,agent,Dạ em xác nhận đây là lỗi sản xuất ạ. Anh/chị muốn đổi sản phẩm mới hay hoàn tiền ạ?,,request_info,Sản phẩm lỗi / hư hỏng,medium,neutral,txt_part1
18,5,customer,"đổi mới đi shop, mình vẫn cần dùng",,request_action,Sản phẩm lỗi / hư hỏng,medium,neutral,txt_part1
18,6,agent,"Dạ được ạ. Em tạo yêu cầu đổi hàng, shipper sẽ tới lấy và giao mới trong 2-3 ngày ạ.",,confirm_resolve,Sản phẩm lỗi / hư hỏng,medium,neutral,txt_part1
19,1,customer,"Sản phẩm mỹ phẩm mình mua bị rò rỉ khi mở ra, hộp ướt hết rồi.",,complaint,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
19,2,agent,Dạ em xin lỗi về điều này ạ. Anh/chị chụp ảnh sản phẩm và hộp bị ướt gửi em nhé ạ.,,request_info,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
19,3,customer,Gửi ảnh rồi bạn ơi.,,provide_info,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
19,4,agent,Dạ em đã nhận ảnh rồi ạ. Đây là lỗi đóng gói ạ. Em gửi sản phẩm mới kèm một món quà nhỏ xin lỗi anh/chị vì sự bất tiện này ạ.,,resolve,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
19,5,customer,"Ồ shop dễ thương quá, cảm ơn bạn nhiều!",,positive_feedback,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
20,1,customer,"tai nghe mua dc 3 ngày đã hỏng 1 bên, lỗi j v shop",,complaint,Sản phẩm lỗi / hư hỏng,heavy,unsatisfied,txt_part1
20,2,agent,Dạ em rất tiếc ạ. Anh/chị mô tả cụ thể lỗi và gửi video cho em xem với ạ.,,request_info,Sản phẩm lỗi / hư hỏng,heavy,unsatisfied,txt_part1
20,3,customer,"clip đây, tiếng bên phải mất hẳn r",,provide_info,Sản phẩm lỗi / hư hỏng,heavy,unsatisfied,txt_part1
20,4,agent,Dạ em xem clip rồi ạ. Đây là lỗi phần cứng ạ. Tuy nhiên đơn đặt hàng đã qua 7 ngày nên theo chính sách không thuộc diện đổi trả ạ. Em có thể hỗ trợ bảo hành sửa chữa ạ.,,escalate,Sản phẩm lỗi / hư hỏng,heavy,unsatisfied,txt_part1
20,5,customer,"7 ngày?? e đặt hôm 28 nhận hôm 1, tính sao v",,negative_feedback,Sản phẩm lỗi / hư hỏng,heavy,unsatisfied,txt_part1
20,6,agent,"Dạ em xin lỗi, em tính nhầm ạ. Tính từ ngày nhận hàng thì còn trong 7 ngày ạ. Em xử lý đổi hàng mới ngay cho anh/chị ạ.",,resolve,Sản phẩm lỗi / hư hỏng,heavy,unsatisfied,txt_part1
21,1,customer,"shop ơi ghế ngồi e mua bị gãy chân sau 2 tuần sử dụng, đây có phải lỗi sp k",,inquiry,Sản phẩm lỗi / hư hỏng,medium,satisfied,txt_part1
21,2,agent,Dạ đây có thể là lỗi sản xuất hoặc do sử dụng quá tải ạ. Anh/chị gửi ảnh phần bị gãy và cho em biết trọng lượng sử dụng để em xác định ạ.,,request_info,Sản phẩm lỗi / hư hỏng,medium,satisfied,txt_part1
21,3,customer,"đây ảnh nha, mình 65kg thôi shop ơi, ghế chịu tải 100kg mà",,provide_info,Sản phẩm lỗi / hư hỏng,medium,satisfied,txt_part1
21,4,agent,"Dạ em xem rồi ạ, đây là lỗi vật liệu kém chất lượng ạ. Em đổi sản phẩm mới và bồi thường thêm voucher 100k cho anh/chị ạ.",,resolve,Sản phẩm lỗi / hư hỏng,medium,satisfied,txt_part1
21,5,customer,"ok shop xử lý tốt lắm, tks nhiều",,positive_feedback,Sản phẩm lỗi / hư hỏng,medium,satisfied,txt_part1
22,1,customer,"Mình mua thuốc nhưng hạn sử dụng in trên hộp đã hết từ tháng trước rồi, sao vậy?",,complaint,Sản phẩm lỗi / hư hỏng,light,neutral,txt_part1
22,2,agent,Dạ em rất xin lỗi về sự nghiêm trọng này ạ. Đây là lỗi nghiêm trọng ạ. Anh/chị chụp ảnh hạn sử dụng gửi em để em xử lý ngay ạ.,,request_info,Sản phẩm lỗi / hư hỏng,light,neutral,txt_part1
22,3,customer,"Đây, mình gửi ảnh rồi. Mình chưa dùng nhưng cũng lo lắm.",,provide_info,Sản phẩm lỗi / hư hỏng,light,neutral,txt_part1
22,4,agent,Dạ may là anh/chị chưa sử dụng ạ. Em hoàn tiền 100% và tặng thêm voucher 200k để bù đắp sự cố này ạ. Em cũng ghi nhận để kiểm tra lại toàn bộ lô hàng ạ.,,resolve,Sản phẩm lỗi / hư hỏng,light,neutral,txt_part1
22,5,customer,"Oke, cảm ơn shop đã xử lý nghiêm túc.",,acknowledge,Sản phẩm lỗi / hư hỏng,light,neutral,txt_part1
23,1,customer,"mua đèn về cắm vào bị chớp chớp, khó chịu lắm",,complaint,Sản phẩm lỗi / hư hỏng,heavy,neutral,txt_part1
23,2,agent,Dạ triệu chứng chớp chớp có thể do điện áp không ổn định hoặc lỗi driver đèn ạ. Anh/chị thử cắm ở ổ khác xem có còn chớp không ạ?,,request_info,Sản phẩm lỗi / hư hỏng,heavy,neutral,txt_part1
23,3,customer,thử r vẫn vậy thôi,,provide_info,Sản phẩm lỗi / hư hỏng,heavy,neutral,txt_part1
23,4,agent,Dạ vậy là lỗi driver đèn rồi ạ. Anh/chị muốn đổi đèn mới hay để shop cử kỹ thuật tới kiểm tra và sửa ạ?,,request_info,Sản phẩm lỗi / hư hỏng,heavy,neutral,txt_part1
23,5,customer,đổi mới luôn đi cho lẹ,,request_action,Sản phẩm lỗi / hư hỏng,heavy,neutral,txt_part1
23,6,agent,"Dạ được ạ. Em tạo đơn đổi hàng, dự kiến 2-3 ngày ạ.",,confirm_resolve,Sản phẩm lỗi / hư hỏng,heavy,neutral,txt_part1
24,1,customer,"Quần áo mình mua bị phai màu sau lần giặt đầu tiên, nhìn xấu lắm.",,complaint,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
24,2,agent,Dạ em xin lỗi ạ. Anh/chị giặt như thế nào và giặt bằng tay hay máy ạ?,,request_info,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
24,3,customer,Mình giặt máy nhẹ theo đúng hướng dẫn trên nhãn rồi.,,provide_info,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
24,4,agent,Dạ vậy là lỗi chất liệu vải không đạt chuẩn ạ. Anh/chị gửi ảnh sản phẩm bị phai cho em và em xử lý đổi hàng ngay ạ.,,resolve,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
24,5,customer,"Mình gửi ảnh rồi, cảm ơn shop đã hỗ trợ!",,positive_feedback,Sản phẩm lỗi / hư hỏng,light,satisfied,txt_part1
25,1,customer,"Bạn ơi mình muốn kiểm tra trạng thái đơn hàng DH20240410, giờ đang ở đâu rồi?",,inquiry,Hỏi thông tin đơn hàng,light,satisfied,txt_part1
25,2,agent,Dạ để em kiểm tra ngay ạ. Đơn DH20240410 hiện đang tại kho phân loại và dự kiến giao ngày mai ạ. Anh/chị có thể theo dõi realtime qua link em gửi đây ạ.,,resolve,Hỏi thông tin đơn hàng,light,satisfied,txt_part1
25,3,customer,"Tuyệt, cảm ơn bạn!",,positive_feedback,Hỏi thông tin đơn hàng,light,satisfied,txt_part1
26,1,customer,shop ơi đơn e sáng nay đặt còn xử lý k hay hủy r vậy,,inquiry,Hỏi thông tin đơn hàng,medium,satisfied,txt_part1
26,2,agent,Dạ anh/chị cho em mã đơn để em kiểm tra nhé ạ.,,request_info,Hỏi thông tin đơn hàng,medium,satisfied,txt_part1
26,3,customer,DH20240411 bạn ơi,,provide_info,Hỏi thông tin đơn hàng,medium,satisfied,txt_part1
26,4,agent,Dạ đơn đang được xác nhận và đóng gói ạ. Dự kiến bàn giao vận chuyển chiều nay ạ. Anh/chị yên tâm nhé ạ.,,resolve,Hỏi thông tin đơn hàng,medium,satisfied,txt_part1
26,5,customer,ok tks shop,,acknowledge,Hỏi thông tin đơn hàng,medium,satisfied,txt_part1
27,1,customer,"Mình đặt 2 sản phẩm khác nhau trong 1 đơn, bao giờ thì giao cùng lúc được?",,inquiry,Hỏi thông tin đơn hàng,light,neutral,txt_part1
27,2,agent,Dạ nếu 2 sản phẩm cùng kho thì sẽ giao cùng lúc ạ. Tuy nhiên nếu từ 2 kho khác nhau có thể giao 2 chuyến ạ. Anh/chị cho em mã đơn để em kiểm tra nhé ạ.,,request_info,Hỏi thông tin đơn hàng,light,neutral,txt_part1
27,3,customer,Mã đơn DH20240412.,,provide_info,Hỏi thông tin đơn hàng,light,neutral,txt_part1
27,4,agent,"Dạ 2 sản phẩm của anh/chị cùng kho ạ, sẽ đóng gói và giao cùng lúc, dự kiến ngày mai ạ.",,resolve,Hỏi thông tin đơn hàng,light,neutral,txt_part1
27,5,customer,"Oke, cảm ơn bạn đã kiểm tra.",,acknowledge,Hỏi thông tin đơn hàng,light,neutral,txt_part1
28,1,customer,"đặt 3 đơn cùng lúc, check hết giúm e vs",,inquiry,Hỏi thông tin đơn hàng,heavy,satisfied,txt_part1
28,2,agent,Dạ anh/chị cho em 3 mã đơn nhé ạ.,,request_info,Hỏi thông tin đơn hàng,heavy,satisfied,txt_part1
28,3,customer,"DH101, DH102, DH103",,provide_info,Hỏi thông tin đơn hàng,heavy,satisfied,txt_part1
28,4,agent,"Dạ em kiểm tra xong ạ. DH101 đang giao, DH102 đang đóng gói, DH103 đang xác nhận ạ. Tất cả bình thường ạ.",,resolve,Hỏi thông tin đơn hàng,heavy,satisfied,txt_part1
28,5,customer,ok tks shop nha,,positive_feedback,Hỏi thông tin đơn hàng,heavy,satisfied,txt_part1
29,1,customer,"shop ơi cho hỏi đặt hàng nhưng k thấy email xác nhận, mình có đặt thành công k",,inquiry,Hỏi thông tin đơn hàng,medium,neutral,txt_part1
29,2,agent,Dạ email xác nhận đôi khi vào mục spam ạ. Anh/chị kiểm tra thử mục spam và junk mail nhé ạ. Nếu không có em kiểm tra lại hệ thống giúp ạ.,,resolve,Hỏi thông tin đơn hàng,medium,neutral,txt_part1
29,3,customer,"r shop ơi, check spam r vẫn k thấy",,provide_info,Hỏi thông tin đơn hàng,medium,neutral,txt_part1
29,4,agent,Dạ anh/chị cho em số điện thoại đặt hàng để em tìm đơn ạ.,,request_info,Hỏi thông tin đơn hàng,medium,neutral,txt_part1
29,5,customer,0912345678,,provide_info,Hỏi thông tin đơn hàng,medium,neutral,txt_part1
29,6,agent,"Dạ em tìm thấy đơn rồi ạ. Đơn đặt thành công, em gửi lại email xác nhận cho anh/chị nhé ạ.",,resolve,Hỏi thông tin đơn hàng,medium,neutral,txt_part1
30,1,customer,Mình muốn thay đổi số lượng sản phẩm trong đơn hàng đã đặt được không?,,request_action,Hỏi thông tin đơn hàng,light,satisfied,txt_part1
30,2,agent,"Dạ được ạ, nhưng chỉ thay đổi được khi đơn chưa xác nhận ạ. Anh/chị cho em mã đơn để kiểm tra nhé ạ.",,request_info,Hỏi thông tin đơn hàng,light,satisfied,txt_part1
